Team #,Match #,Scouter Initials,Team Number,Match Number,Robot,Starting Location,No Show,Taxied?,Upper Cargo Scored,Upper Cargo Missed,Lower Cargo Scored,Upper Cargo Scored,Lower Cargo Scored,Defended?,Climb,Started Climb With Time Remaining,Played Defense for Match %,Defense Rating,Disabled for Match %,Comments,,,,,,,,,,,,
1610,117,HS,1610,117,r1,middle,FALSE,TRUE,1,0,0,6,2,FALSE,2,10,33,n,0,undefined,,,,,,,,,,,,
449,117,TR,449,117,r2,left,FALSE,TRUE,0,2,0,9,0,FALSE,4,35,0,x,0,Great shooter.,,,,,,,,,,,,
401,117,GS,401,117,r3,right,FALSE,TRUE,4,1,0,7,0,FALSE,3,60,,x,,Nice,,,,,,,,,,,,
1908,117,BK,1908,117,b1,right,FALSE,TRUE,0,0,0,3,1,FALSE,2,25,0,x,0,,,,,,,,,,,,,
1123,117,DD,1123,117,b2,right,FALSE,TRUE,0,0,2,0,8,FALSE,1,7,0,x,0,,,,,,,,,,,,,
1727,117,Cm,1727,117,b3,middle,FALSE,TRUE,0,1,0,3,0,FALSE,4,40,,x,0,Slow ball cycles,,,,,,,,,,,,
7770,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
612,118,TR,612,118,r2,right,FALSE,TRUE,0,0,1,0,3,FALSE,4,34,0,x,0,Cool idea for a feeder but not realistic. It’s inefficient,,,,,,,,,,,,
3274,118,GS,3274,118,r3,left,FALSE,FALSE,0,0,0,0,5,TRUE,x,,,x,,Shooter was very inconsistent and didn’t shoot in autonomous,,,,,,,,,,,,
2199,118,BK,2199,118,b1,middle,FALSE,TRUE,1,0,0,5,0,FALSE,4,30,0,x,0,"Excellent climbing as usual, very topheavy",,,,,,,,,,,,
8726,118,DD,8726,118,b2,left,FALSE,FALSE,1,0,0,3,0,FALSE,2,15,0,x,0,Slow shooter,,,,,,,,,,,,
6326,118,Cm,6326,118,b3,right,FALSE,TRUE,1,0,0,3,0,FALSE,x,,60,v,0,It has an area in its chassis where it catches conners and can control them,,,,,,,,,,,,
5724,119,HS,5724,119,r1,undefined,FALSE,TRUE,2,0,0,10,0,FALSE,1,15,0,x,0,Pretty efficient,,,,,,,,,,,,
4472,119,TR,4472,119,r2,middle,FALSE,TRUE,3,0,0,4,0,FALSE,2,30,0,x,0,Had trouble on the hanger,,,,,,,,,,,,
6504,119,GS,6504,119,r3,right,FALSE,TRUE,0,0,0,0,7,FALSE,3,60,,x,,Shooter missed in autonomous but was consistent in teleop,,,,,,,,,,,,
4099,119,BK,4099,119,b1,right,FALSE,TRUE,4,0,0,12,0,FALSE,3,20,0,x,0,Excellent driving and shooting. Issues with climbing this round,,,,,,,,,,,,
116,119,DD,116,119,b2,left,FALSE,TRUE,1,0,0,2,0,FALSE,f,30,0,x,0,Fell,,,,,,,,,,,,
2537,119,Cm,2537,119,b3,middle,FALSE,TRUE,0,1,0,3,0,FALSE,f,30,,x,0,"Bad intake, bad shooter,",,,,,,,,,,,,
4821,120,HS,4821,120,r1,undefined,FALSE,TRUE,1,0,0,10,0,FALSE,2,15,0,x,0,Looks top heavy,,,,,,,,,,,,
7429,120,TR,7429,120,r2,right,FALSE,TRUE,1,0,0,5,0,TRUE,f,null,0,x,0,Cargo kept bouncing out. Happened about 6 times. Fell off hanger last second,,,,,,,,,,,,
122,120,GS,122,120,r3,middle,FALSE,TRUE,1,1,0,3,0,FALSE,f,10,,x,,"Shooting had a lot of backspin, and most of them fell back out.",,,,,,,,,,,,
5338,120,BK,5338,120,b1,right,FALSE,TRUE,0,0,2,0,5,FALSE,4,65,0,x,0,Great climbing and pretty good shooting,,,,,,,,,,,,
2186,120,DD,2186,120,b2,left,FALSE,TRUE,1,0,0,1,0,FALSE,2,15,0,x,0,Inaccurate,,,,,,,,,,,,
3939,120,Cm,3939,120,b3,middle,FALSE,TRUE,0,2,0,1,0,FALSE,2,40,20,a,20,Bot needs to fix its shooting algorithm,,,,,,,,,,,,
